schedule_id,Depature Day,Depature Time,Arrival Day,Arrival Time
8305,2021-05-30,23:24:50,2021-05-31,01:49:44
7823,2020-08-16,22:24:29,2020-08-17,00:55:05
17489,2019-09-28,15:15:41,2019-09-28,16:28:17
32326,2021-04-07,03:37:59,2021-04-07,04:50:35
39245,2020-10-26,09:41:26,2020-10-26,12:26:08
54504,2021-06-17,20:54:47,2021-06-17,23:39:29
56271,2021-11-22,22:33:11,2021-11-23,01:17:53
17447,2019-10-10,18:16:05,2019-10-10,22:11:53
20349,2021-05-06,00:15:44,2021-05-06,04:11:32
32100,2020-05-26,10:44:59,2020-05-26,12:38:59
23460,2020-01-19,02:42:32,2020-01-19,04:00:14
21893,2020-06-07,03:44:35,2020-06-07,07:42:47
34976,2021-02-16,10:55:17,2021-02-16,16:53:11
3162,2021-05-24,14:06:50,2021-05-24,20:04:44
42880,2020-02-01,12:08:14,2020-02-01,18:06:08
60829,2022-01-07,00:21:26,2022-01-07,02:30:44
25141,2020-08-08,18:22:17,2020-08-08,20:31:35
52637,2019-11-17,11:34:41,2019-11-17,13:13:05
40440,2020-01-21,11:52:47,2020-01-21,13:31:11
54649,2019-11-23,07:20:44,2019-11-23,08:59:08
40771,2021-09-15,10:32:38,2021-09-15,12:43:08
16266,2020-01-25,13:38:20,2020-01-25,22:55:08
7645,2019-12-12,07:12:38,2019-12-12,16:29:26
7914,2021-06-25,00:45:05,2021-06-25,09:51:05
30505,2020-05-18,00:12:08,2020-05-18,09:18:08
2710,2021-05-30,01:56:56,2021-05-30,04:55:08
17720,2021-10-22,09:01:32,2021-10-22,11:02:44
57029,2021-07-31,18:24:11,2021-07-31,20:25:23
21248,2020-10-15,15:37:38,2020-10-15,17:38:50
36373,2020-12-02,00:52:11,2020-12-02,10:16:11
37419,2020-03-01,17:08:02,2020-03-01,19:52:26
442,2021-01-18,03:24:23,2021-01-18,06:08:47
32709,2020-05-17,14:48:44,2020-05-17,17:33:08
5304,2020-10-06,04:29:44,2020-10-06,08:02:08
10466,2021-05-21,12:40:08,2021-05-21,16:12:32
49407,2019-10-22,17:25:26,2019-10-22,20:57:50
1362,2021-07-27,02:40:11,2021-07-27,07:54:17
18409,2020-06-21,16:09:59,2020-06-21,21:24:05
39461,2022-01-06,09:36:35,2022-01-06,14:50:41
52178,2021-10-25,05:20:56,2021-10-25,10:38:38
26216,2021-05-31,17:54:53,2021-06-01,00:30:35
39042,2020-04-04,15:35:05,2020-04-04,22:10:47
5937,2021-11-20,15:46:08,2021-11-20,22:21:50
7344,2020-11-24,09:10:32,2020-11-24,18:07:32
43158,2021-08-16,01:21:23,2021-08-16,10:18:23
10513,2021-02-22,07:02:08,2021-02-22,10:55:14
23451,2021-03-24,15:38:50,2021-03-24,19:31:56
39752,2020-08-01,04:30:59,2020-08-01,09:31:53
9390,2020-07-19,07:36:17,2020-07-19,11:44:41
53642,2020-01-08,21:58:38,2020-01-09,00:17:14
22538,2021-10-22,10:22:35,2021-10-22,13:43:35
59429,2019-12-26,22:17:11,2019-12-27,01:39:41
36871,2021-09-06,09:50:32,2021-09-06,13:13:02
48334,2020-05-25,17:59:20,2020-05-25,21:21:50
33015,2020-10-21,07:17:23,2020-10-21,08:38:05
7183,2021-01-29,22:42:47,2021-01-30,00:29:53
9517,2020-04-23,17:24:53,2020-04-23,19:11:59
31429,2021-09-28,01:07:29,2021-09-28,03:46:11
610,2020-03-16,16:49:56,2020-03-16,19:28:38
37288,2021-02-06,01:09:38,2021-02-06,03:04:14
32974,2021-11-25,23:07:02,2021-11-26,01:01:38
17915,2019-12-21,05:49:35,2019-12-21,07:44:11
40848,2020-01-13,01:34:14,2020-01-13,02:56:26
28164,2020-01-16,21:36:59,2020-01-16,23:53:11
59903,2019-12-02,17:02:05,2019-12-02,19:18:17
60874,2021-05-26,09:45:44,2021-05-26,13:39:08
20673,2020-08-23,03:06:23,2020-08-23,06:59:47
51158,2020-02-11,14:21:56,2020-02-11,18:03:20
6147,2021-05-28,11:24:08,2021-05-28,15:05:32
38071,2020-06-06,10:08:53,2020-06-06,13:38:53
48439,2021-05-30,20:51:14,2021-05-31,00:21:14
59172,2020-09-28,08:33:17,2020-09-28,09:47:41
20351,2021-04-30,01:24:14,2021-04-30,02:38:38
695,2020-01-23,01:14:14,2020-01-23,02:28:38
52680,2020-04-23,17:14:11,2020-04-23,20:25:17
2545,2019-10-20,06:23:14,2019-10-20,09:34:20
6516,2020-06-10,11:40:59,2020-06-10,14:52:05
28514,2020-07-18,10:27:23,2020-07-18,11:35:11
31580,2020-12-25,04:59:23,2020-12-25,06:07:11
28149,2021-09-12,11:08:59,2021-09-12,12:16:47
60714,2021-01-24,16:44:11,2021-01-24,21:00:41
1873,2021-07-26,20:42:14,2021-07-26,21:03:14
43936,2020-07-23,06:03:41,2020-07-23,06:24:41
55794,2019-12-31,18:39:11,2019-12-31,19:00:11
60234,2021-01-01,18:08:29,2021-01-01,22:22:35
62384,2022-01-25,15:45:23,2022-01-25,19:59:29
47506,2020-10-26,12:15:32,2020-10-26,15:14:02
62482,2020-04-14,12:04:41,2020-04-14,14:57:11
6526,2019-10-22,11:56:56,2019-10-22,14:49:26
52232,2020-10-14,02:49:44,2020-10-14,05:42:14
21832,2019-12-06,11:46:38,2019-12-06,13:02:50
18541,2021-04-01,05:38:26,2021-04-01,06:54:38
10358,2021-03-30,22:55:47,2021-03-31,02:16:47
49375,2021-08-11,19:00:02,2021-08-11,22:21:02
15825,2021-07-11,06:06:29,2021-07-11,07:55:59
57352,2021-09-09,14:35:08,2021-09-09,16:24:38
25884,2022-01-21,19:41:44,2022-01-21,21:31:14
22240,2021-05-08,05:48:44,2021-05-08,06:15:08
715,2019-08-20,16:45:32,2019-08-20,17:11:56
49814,2019-11-30,23:50:11,2019-12-01,00:16:35
28916,2022-01-29,12:47:50,2022-01-29,17:44:50
1500,2019-09-11,23:23:08,2019-09-12,04:03:02
45744,2020-11-26,04:15:59,2020-11-26,05:26:29
16857,2019-10-15,01:35:02,2019-10-15,02:45:32
19699,2021-03-29,09:12:20,2021-03-29,10:22:50
22359,2020-02-07,12:17:14,2020-02-07,15:49:20
44402,2020-11-04,22:05:41,2020-11-05,01:37:47
51509,2019-10-13,03:47:26,2019-10-13,05:14:26
24556,2021-01-02,12:23:02,2021-01-02,13:50:02
45496,2019-08-03,06:56:08,2019-08-03,08:23:08
57818,2020-09-05,17:21:02,2020-09-06,01:56:08
52978,2021-04-20,00:09:41,2021-04-20,08:44:47
23820,2019-11-29,02:58:23,2019-11-29,07:02:35
37850,2020-06-21,19:28:26,2020-06-21,23:32:38
9953,2022-01-13,16:33:47,2022-01-13,20:37:59
59858,2021-03-03,01:13:08,2021-03-03,05:11:02
39802,2019-08-13,23:14:20,2019-08-14,00:10:08
15799,2021-07-29,09:31:35,2021-07-29,10:27:23
7206,2020-02-15,10:42:41,2020-02-15,11:38:29
18857,2021-03-20,14:30:59,2021-03-20,18:30:05
11845,2021-07-15,14:29:17,2021-07-15,15:41:35
1374,2020-12-03,02:04:56,2020-12-03,03:17:14
42804,2021-07-24,03:07:29,2021-07-24,07:10:47
54486,2019-11-03,00:27:14,2019-11-03,07:11:20
26158,2021-09-14,19:13:53,2021-09-14,21:23:47
62492,2021-12-01,15:29:11,2021-12-01,18:39:23
56096,2020-06-25,03:20:26,2020-06-25,06:30:38
22938,2021-07-20,19:11:38,2021-07-20,22:21:50
11948,2019-12-30,18:38:26,2019-12-30,22:41:08
45150,2020-08-12,12:45:05,2020-08-12,16:47:47
47547,2021-01-03,02:46:32,2021-01-03,06:49:14
51602,2020-01-12,15:22:56,2020-01-12,18:19:20
9690,2019-09-13,12:32:56,2019-09-13,15:29:20
20884,2020-01-24,06:19:53,2020-01-24,09:16:17
55679,2021-04-27,13:35:14,2021-04-27,17:58:11
48066,2020-01-31,20:43:41,2020-02-01,01:06:38
22372,2021-10-13,22:42:35,2021-10-14,00:53:05
12077,2020-05-21,03:46:59,2020-05-21,05:57:29
11467,2021-08-23,06:06:56,2021-08-23,06:33:02
41534,2021-02-22,11:57:20,2021-02-22,12:24:20
61456,2020-04-16,20:40:38,2020-04-16,21:07:38
26051,2021-03-29,02:56:29,2021-03-29,03:23:29
30833,2021-08-29,10:21:32,2021-08-29,11:12:14
28966,2020-12-06,09:30:20,2020-12-06,10:21:02
17580,2020-03-13,00:55:08,2020-03-13,01:15:32
7919,2019-11-16,07:40:38,2019-11-16,08:01:02
42551,2019-08-10,16:41:41,2019-08-10,17:28:29
19846,2020-03-11,00:52:41,2020-03-11,01:39:29
46715,2021-02-26,16:57:32,2021-02-26,22:45:32
42209,2021-02-04,08:03:59,2021-02-04,13:51:59
2926,2020-11-22,16:57:29,2020-11-22,23:27:11
55086,2020-01-28,00:10:50,2020-01-28,05:37:14
19502,2019-08-05,20:09:44,2019-08-06,01:36:08
35525,2019-12-13,09:08:17,2019-12-13,14:34:41
10310,2021-07-21,07:35:23,2021-07-21,12:37:11
28680,2020-11-04,00:26:59,2020-11-04,05:28:47
21662,2021-07-03,02:51:53,2021-07-03,07:53:41
3050,2020-07-12,20:57:50,2020-07-13,05:47:20
12177,2020-04-13,17:29:29,2020-04-14,02:18:59
32216,2020-11-24,09:23:20,2020-11-24,18:12:50
4677,2020-09-26,12:28:47,2020-09-26,20:29:05
33117,2021-04-11,12:07:23,2021-04-11,14:46:23
53511,2021-11-07,17:23:29,2021-11-07,20:02:29
26047,2019-12-19,13:07:47,2019-12-19,20:50:59
25102,2020-07-05,02:44:11,2020-07-05,03:31:35
25578,2020-09-13,22:22:35,2020-09-13,23:09:59
22229,2019-10-06,23:51:08,2019-10-07,00:38:32
53893,2019-12-31,13:54:26,2019-12-31,17:54:44
51488,2021-07-12,13:36:11,2021-07-12,17:36:29
57258,2021-09-04,20:52:53,2021-09-05,00:53:11
60348,2020-10-11,12:53:23,2020-10-11,18:24:53
5633,2019-11-28,19:52:32,2019-11-29,00:20:26
54784,2020-10-30,16:43:53,2020-10-30,23:05:11
38304,2020-12-04,07:20:44,2020-12-04,12:35:08
26463,2021-04-04,10:06:29,2021-04-04,13:24:11
26811,2021-12-20,13:26:26,2021-12-20,16:44:08
39934,2020-09-14,20:09:14,2020-09-14,23:26:56
55909,2021-08-24,20:20:56,2021-08-24,21:56:02
29948,2019-08-07,01:25:23,2019-08-07,07:21:47
32921,2021-03-15,08:39:26,2021-03-15,11:30:26
61626,2020-06-18,12:31:26,2020-06-18,15:22:26
31004,2021-01-13,13:30:05,2021-01-13,16:21:05
39053,2021-07-16,05:07:50,2021-07-16,08:33:38
2247,2021-10-28,11:15:38,2021-10-28,14:41:26
57169,2021-05-20,16:47:50,2021-05-20,17:07:38
42523,2021-12-05,00:56:20,2021-12-05,07:40:44
34655,2021-03-17,16:37:56,2021-03-17,23:22:20
23644,2020-12-14,02:10:53,2020-12-14,08:55:17
52552,2022-01-23,13:05:53,2022-01-23,21:49:23
59157,2021-10-22,18:04:02,2021-10-22,23:04:38
49015,2020-04-29,08:07:23,2020-04-29,13:07:59
61041,2021-06-11,10:53:29,2021-06-11,15:54:05
56138,2021-01-03,14:18:56,2021-01-03,16:13:32
31411,2020-05-08,18:01:59,2020-05-08,21:42:29
4906,2021-10-18,15:35:47,2021-10-18,19:16:17
17154,2019-09-12,05:57:14,2019-09-12,09:37:44
1542,2020-03-18,00:05:53,2020-03-18,06:13:23
60102,2021-01-30,22:39:44,2021-01-31,04:47:14
12136,2020-12-17,00:14:17,2020-12-17,06:37:59
51694,2019-11-20,21:04:14,2019-11-21,03:27:56
51710,2021-03-26,02:17:32,2021-03-26,16:12:26
10520,2021-12-20,06:23:32,2021-12-20,09:28:20
24019,2020-08-15,11:37:32,2020-08-15,14:42:20
40658,2020-03-16,23:48:47,2020-03-17,00:55:41
60013,2020-10-06,08:47:41,2020-10-06,08:59:59
11748,2020-04-04,11:03:14,2020-04-04,11:15:32
25169,2021-05-03,01:02:08,2021-05-03,01:46:50
15480,2021-09-13,00:49:26,2021-09-13,01:34:08
8027,2019-09-28,10:41:56,2019-09-28,11:49:08
15025,2021-11-24,11:53:53,2021-11-24,13:01:05
32425,2020-08-08,23:58:53,2020-08-09,00:37:17
17734,2020-11-10,20:40:11,2020-11-10,21:00:53
28465,2022-01-11,17:51:08,2022-01-11,18:52:38
60947,2021-04-14,11:22:35,2021-04-14,12:00:41
19540,2022-01-17,19:48:47,2022-01-17,20:26:53
4032,2020-01-20,16:40:17,2020-01-20,17:00:05
17878,2020-07-15,01:54:44,2020-07-15,02:14:32
37406,2022-01-22,04:45:41,2022-01-22,05:05:29
1232,2020-06-17,10:05:59,2020-06-17,10:39:17
32698,2020-09-15,23:16:02,2020-09-16,00:04:38
36632,2020-09-10,11:43:50,2020-09-10,12:32:26
2052,2021-09-27,00:43:41,2021-09-27,01:32:17
22152,2019-07-26,06:31:44,2019-07-26,09:22:08
34920,2020-08-08,10:16:08,2020-08-08,13:06:32
30301,2020-01-29,08:01:38,2020-01-29,10:52:02
49348,2021-05-16,01:56:41,2021-05-16,02:52:29
53878,2021-04-01,05:48:32,2021-04-01,06:44:20
34490,2020-11-25,20:48:50,2020-11-25,21:44:38
29920,2021-08-10,15:49:05,2021-08-10,18:15:29
25691,2019-10-01,23:22:20,2019-10-02,01:48:44
20013,2020-03-07,21:38:26,2020-03-07,23:39:20
420,2020-04-08,21:37:26,2020-04-09,06:13:26
17128,2020-10-19,10:56:20,2020-10-19,19:32:20
42316,2022-01-28,01:57:29,2022-01-28,10:33:29
60033,2022-01-18,13:21:08,2022-01-18,13:50:32
6094,2020-12-31,22:45:05,2020-12-31,23:51:41
2785,2021-10-22,01:38:11,2021-10-22,02:44:47
59916,2021-05-21,08:53:05,2021-05-21,09:59:41
30682,2022-01-28,17:36:44,2022-01-28,18:58:38
46884,2020-07-14,01:20:38,2020-07-14,02:42:32
50505,2021-03-29,01:43:56,2021-03-29,11:29:32
25367,2020-11-28,03:18:32,2020-11-28,05:37:26
24884,2020-12-04,12:18:17,2020-12-04,14:37:11
25952,2020-09-29,11:32:53,2020-09-29,14:16:23
51090,2021-10-13,17:10:35,2021-10-13,19:54:05
52292,2021-10-11,16:31:35,2021-10-11,21:54:23
61504,2021-02-15,19:17:38,2021-02-15,22:37:44
12089,2020-05-26,03:58:20,2020-05-26,07:18:26
22234,2019-10-30,15:46:23,2019-10-30,19:03:11
2368,2021-09-30,07:16:44,2021-09-30,10:33:32
43897,2021-12-26,03:30:35,2021-12-26,06:47:23
3512,2021-10-23,10:08:17,2021-10-23,13:05:17
36951,2021-08-07,12:29:41,2021-08-07,15:16:47
9429,2020-07-10,10:00:56,2020-07-10,10:18:20
24224,2021-04-27,06:02:02,2021-04-27,06:19:26
59467,2021-08-20,04:05:20,2021-08-20,09:20:56
54971,2021-08-22,16:47:08,2021-08-22,22:02:44
38707,2020-10-01,03:42:02,2020-10-01,08:57:38
19782,2021-02-26,06:30:20,2021-02-26,14:47:08
15143,2021-08-21,15:25:35,2021-08-21,18:45:05
30906,2021-06-10,10:09:05,2021-06-10,13:28:35
21968,2021-08-12,15:02:35,2021-08-12,18:22:05
59034,2019-11-08,08:53:17,2019-11-08,12:56:17
2851,2022-01-08,15:29:53,2022-01-08,19:32:53
60558,2020-08-22,05:44:59,2020-08-22,09:47:59
47851,2019-09-24,06:12:14,2019-09-24,15:29:20
4986,2021-09-20,20:53:23,2021-09-21,06:10:29
55330,2019-08-25,23:28:02,2019-08-26,08:45:08
37360,2020-09-09,04:17:50,2020-09-09,06:54:26
23554,2020-01-21,12:33:59,2020-01-21,15:10:35
1762,2020-10-29,18:01:29,2020-10-29,19:05:05
45902,2021-03-13,12:17:17,2021-03-13,13:20:53
51058,2019-08-07,23:06:59,2019-08-08,02:34:17
13247,2019-12-19,13:10:35,2019-12-19,16:08:29
3909,2020-10-05,09:36:02,2020-10-05,12:33:56
47567,2021-05-28,10:14:41,2021-05-28,10:40:29
15264,2021-06-18,01:28:20,2021-06-18,01:54:08
56604,2021-04-20,07:04:32,2021-04-20,07:30:20
52297,2022-01-15,05:12:47,2022-01-15,07:33:11
38550,2021-03-05,11:55:08,2021-03-05,14:15:32
604,2020-01-23,15:14:32,2020-01-23,18:39:08
5090,2020-04-17,02:42:17,2020-04-17,06:06:53
14219,2019-09-16,12:32:56,2019-09-16,22:39:32
39848,2020-01-10,11:22:02,2020-01-10,12:21:08
30696,2021-01-12,22:20:50,2021-01-12,23:19:56
2833,2021-01-23,09:04:56,2021-01-23,10:04:02
39368,2021-02-21,01:09:17,2021-02-21,03:03:17
5171,2019-11-17,03:47:02,2019-11-17,05:41:02
691,2021-10-24,21:45:17,2021-10-24,23:39:17
12050,2021-07-10,20:09:17,2021-07-11,05:49:47
42480,2021-09-26,11:36:44,2021-09-26,21:17:14
16522,2020-03-07,01:18:05,2020-03-07,10:58:35
1926,2020-08-20,05:25:59,2020-08-20,15:06:29
17153,2021-04-19,00:03:17,2021-04-19,03:14:59
34128,2019-08-07,05:19:50,2019-08-07,08:31:32
47183,2019-09-02,06:08:11,2019-09-02,11:12:41
19420,2019-08-18,22:24:29,2019-08-19,03:28:59
17195,2020-05-18,20:28:44,2020-05-18,21:44:02
32173,2020-05-06,15:55:29,2020-05-06,17:10:47
31653,2021-01-24,07:54:17,2021-01-24,18:05:23
62586,2020-09-25,02:38:08,2020-09-25,12:49:14
3922,2021-08-16,02:09:14,2021-08-16,12:20:20
19202,2019-09-04,05:45:53,2019-09-04,07:01:29
43585,2021-03-05,23:44:38,2021-03-06,01:00:14
2216,2020-09-09,05:04:47,2020-09-09,06:20:23
5755,2021-10-22,07:08:23,2021-10-22,08:34:11
56532,2020-05-19,16:01:44,2020-05-19,18:28:26
18433,2021-07-06,12:45:23,2021-07-06,15:12:05
16149,2019-10-28,06:42:17,2019-10-28,07:15:53
56702,2021-01-13,22:54:56,2021-01-14,05:02:08
58594,2021-06-20,20:34:26,2021-06-21,02:29:20
11161,2021-10-17,03:25:29,2021-10-17,09:20:23
9372,2020-06-22,17:36:47,2020-06-22,23:31:41
14145,2020-07-31,05:49:17,2020-07-31,07:15:41
6397,2021-02-19,13:45:14,2021-02-19,19:21:32
15519,2021-11-16,02:08:41,2021-11-16,06:09:17
2876,2020-08-18,06:09:50,2020-08-18,08:35:38
55388,2020-08-19,16:51:59,2020-08-19,19:17:47
5552,2020-12-15,00:20:11,2020-12-15,02:45:59
16064,2019-12-12,05:40:59,2019-12-12,07:18:11
15342,2020-02-10,05:24:20,2020-02-10,07:01:32
27860,2019-09-08,14:39:26,2019-09-08,16:16:38
50471,2020-08-07,11:35:53,2020-08-07,14:43:14
36372,2021-10-23,22:39:11,2021-10-24,03:37:23
6371,2022-01-13,14:59:11,2022-01-13,19:57:23
15216,2020-12-31,05:58:08,2020-12-31,06:11:02
15592,2021-04-14,22:54:20,2021-04-14,23:07:14
1333,2019-11-11,08:18:11,2019-11-11,08:31:05
9125,2020-12-24,22:33:26,2020-12-24,23:40:02
28280,2020-05-05,16:10:08,2020-05-05,17:16:44
8699,2021-12-22,17:36:08,2021-12-22,18:42:44
30224,2021-07-14,17:08:59,2021-07-14,17:37:11
45362,2019-08-17,18:38:20,2019-08-17,19:06:32
13607,2019-09-14,08:20:05,2019-09-14,10:58:47
17607,2019-11-10,00:15:23,2019-11-10,02:54:05
60347,2021-06-22,18:38:53,2021-06-22,21:23:17
20138,2020-12-29,23:13:20,2020-12-30,01:57:44
8929,2021-02-24,18:52:20,2021-02-24,21:36:44
30421,2020-08-05,13:02:23,2020-08-05,15:38:59
7975,2022-01-29,00:48:38,2022-01-29,03:25:14
18819,2021-11-19,03:42:17,2021-11-19,06:18:53
33354,2021-09-07,10:38:29,2021-09-07,13:38:11
57048,2021-11-01,11:27:05,2021-11-01,14:26:47
47064,2021-03-10,01:45:20,2021-03-10,03:06:38
18652,2021-04-19,02:22:14,2021-04-19,03:43:32
59113,2020-06-19,12:20:17,2020-06-19,13:41:35
6303,2022-01-19,10:08:08,2022-01-19,19:34:32
24078,2019-11-09,02:43:56,2019-11-09,12:10:20
32888,2020-02-20,09:03:38,2020-02-20,18:30:02
29529,2021-03-31,13:50:59,2021-03-31,16:50:23
13950,2020-10-31,08:33:05,2020-10-31,17:50:11
59932,2021-03-19,14:40:11,2021-03-19,23:57:17
5221,2021-09-22,07:50:47,2021-09-22,09:17:47
23656,2020-07-02,11:56:29,2020-07-02,13:23:29
8603,2021-10-23,19:10:59,2021-10-23,20:37:59
52112,2020-10-28,17:03:17,2020-10-28,17:58:47
7019,2021-02-06,13:18:35,2021-02-06,14:14:05
55904,2019-08-21,03:23:14,2019-08-21,05:42:44
9974,2019-11-24,19:21:05,2019-11-24,20:39:23
9151,2020-09-11,19:40:56,2020-09-12,01:22:56
22146,2019-08-04,18:55:23,2019-08-04,21:45:11
28701,2019-10-13,19:51:56,2019-10-13,22:41:44
44865,2020-09-24,12:31:59,2020-09-24,15:21:47
43084,2021-12-09,05:45:26,2021-12-09,08:29:32
31287,2019-11-18,18:24:05,2019-11-18,21:08:11
16391,2020-05-20,20:04:14,2020-05-20,22:48:20
49377,2021-10-18,22:58:26,2021-10-19,13:26:02
45692,2021-02-08,20:15:47,2021-02-09,10:43:23
47986,2021-11-14,22:06:53,2021-11-15,12:34:29
37208,2020-06-01,20:54:53,2020-06-02,03:53:50
23561,2021-09-07,15:17:32,2021-09-07,21:29:50
16633,2020-03-07,04:14:53,2020-03-07,10:27:11
24753,2021-04-16,22:03:14,2021-04-17,02:04:44
2040,2020-07-14,21:43:11,2020-07-15,01:44:41
3284,2021-11-12,01:08:56,2021-11-12,01:49:26
57402,2021-04-15,03:07:29,2021-04-15,07:40:11
19091,2021-04-08,15:09:59,2021-04-08,16:00:59
7879,2021-07-15,18:40:44,2021-07-15,19:31:44
61304,2021-11-27,23:11:38,2021-11-28,00:31:26
17336,2020-05-18,09:08:11,2020-05-18,10:27:59
38801,2021-10-13,08:56:32,2021-10-13,10:16:20
21181,2020-04-09,17:02:17,2020-04-09,19:49:41
58688,2020-09-29,12:41:26,2020-09-29,15:28:50
48654,2020-02-17,02:26:56,2020-02-17,05:28:08
36749,2020-09-12,00:54:23,2020-09-12,03:55:35
850,2019-12-29,17:23:32,2019-12-29,20:24:44
25085,2020-11-14,22:14:56,2020-11-14,22:43:26
8499,2020-06-25,18:31:08,2020-06-25,20:48:14
54152,2021-05-03,04:27:11,2021-05-03,05:00:11
23280,2021-01-26,09:59:38,2021-01-26,10:32:38
14658,2019-11-14,02:35:59,2019-11-14,05:08:23
17165,2020-02-08,03:50:50,2020-02-08,06:23:14
13275,2020-07-15,15:39:11,2020-07-15,22:48:47
40182,2019-10-09,14:11:44,2019-10-09,21:21:20
43359,2020-09-27,01:27:41,2020-09-27,08:37:17
6553,2020-04-18,05:23:32,2020-04-18,10:19:20
12840,2020-07-02,02:05:50,2020-07-02,02:40:56
1697,2021-03-30,18:54:59,2021-03-30,19:30:05
39105,2021-06-27,20:58:11,2021-06-27,21:33:17
61007,2020-04-08,05:02:08,2020-04-08,09:36:02
29651,2021-05-15,17:49:26,2021-05-15,22:23:20
61828,2020-03-30,05:28:02,2020-03-30,10:01:56
52218,2020-12-09,18:13:53,2020-12-09,23:49:35
42241,2021-03-16,09:02:17,2021-03-16,14:37:59
4612,2020-08-20,21:52:41,2020-08-21,01:37:05
21303,2021-03-03,00:59:29,2021-03-03,04:43:53
17171,2020-10-11,21:09:56,2020-10-12,00:54:20
18846,2021-06-29,19:40:05,2021-06-30,02:57:29
35997,2020-06-14,15:53:41,2020-06-14,23:11:05
5032,2019-09-11,08:42:02,2019-09-11,12:15:02
50293,2019-12-08,04:57:23,2019-12-08,12:08:47
22445,2019-12-31,14:31:35,2019-12-31,16:47:29
10391,2021-07-07,08:33:50,2021-07-07,10:49:44
35260,2021-12-21,11:02:32,2021-12-21,13:18:26
46584,2021-09-16,23:18:56,2021-09-17,04:56:26
58660,2020-01-01,14:42:59,2020-01-01,20:20:29
18244,2020-04-04,16:31:02,2020-04-04,18:04:20
7862,2021-07-09,21:43:53,2021-07-09,23:17:11
37566,2020-01-18,10:13:08,2020-01-18,14:52:08
17123,2020-04-02,19:24:32,2020-04-03,00:03:32
46050,2020-06-21,08:22:26,2020-06-21,13:01:26
49568,2021-05-30,00:22:29,2021-05-30,03:32:59
31664,2020-06-03,06:02:14,2020-06-03,08:03:26
19953,2019-10-20,08:59:08,2019-10-20,13:30:56
29670,2021-03-10,09:41:47,2021-03-10,14:13:35
945,2020-01-03,13:22:38,2020-01-03,17:54:26
31208,2021-07-04,03:23:05,2021-07-04,09:14:59
37091,2020-04-10,03:37:23,2020-04-10,09:29:17
16017,2021-05-09,12:20:05,2021-05-09,18:11:59
12701,2022-01-09,02:23:17,2022-01-09,03:27:47
36764,2021-03-10,15:34:47,2021-03-10,16:39:17
3881,2020-08-20,20:32:50,2020-08-20,21:37:20
40166,2020-12-01,01:14:32,2020-12-01,03:27:08
7258,2020-01-11,09:04:29,2020-01-11,12:19:47
46443,2021-03-03,07:49:47,2021-03-03,11:05:05
58187,2019-11-14,23:22:32,2019-11-15,00:41:26
43608,2021-04-28,03:09:56,2021-04-28,05:07:50
59531,2021-11-12,11:35:08,2021-11-12,16:38:26
31977,2020-07-05,06:40:11,2020-07-05,08:19:11
15815,2020-07-28,16:42:35,2020-07-28,18:21:35
56209,2021-07-02,03:58:17,2021-07-02,07:22:35
34057,2020-02-11,04:56:53,2020-02-11,08:21:11
39446,2021-04-02,01:54:56,2021-04-02,05:19:14
42633,2021-05-31,15:09:02,2021-05-31,17:33:02
50503,2021-08-03,17:08:32,2021-08-03,19:32:32
30276,2021-06-30,03:39:47,2021-06-30,04:44:53
1715,2020-02-03,05:20:23,2020-02-03,09:13:47
61237,2019-10-29,10:58:05,2019-10-29,14:51:29
22984,2021-09-07,12:29:50,2021-09-07,14:23:32
38495,2021-08-23,09:32:47,2021-08-23,13:13:53
37382,2021-05-07,00:27:47,2021-05-07,04:08:53
60042,2020-09-30,16:52:11,2020-09-30,18:45:17
38412,2021-12-29,16:05:20,2021-12-30,02:13:08
27290,2020-02-19,08:47:47,2020-02-19,18:55:35
12836,2020-01-09,21:00:38,2020-01-10,07:08:26
13600,2020-05-23,10:45:32,2020-05-23,14:30:32
897,2021-09-06,20:30:11,2021-09-07,00:15:11
40727,2019-10-06,21:17:14,2019-10-07,01:02:14
29843,2019-08-24,14:50:05,2019-08-24,18:06:35
16687,2020-03-29,17:10:14,2020-03-29,19:16:14
12575,2020-03-28,23:05:20,2020-03-29,01:11:20
10569,2020-08-08,18:34:44,2020-08-08,20:40:44
47903,2019-12-29,13:10:44,2019-12-29,15:17:20
30372,2020-02-10,22:54:32,2020-02-11,01:01:08
34365,2021-09-21,16:30:47,2021-09-21,18:37:23
54813,2021-01-25,11:24:14,2021-01-25,12:30:50
61895,2021-01-20,14:59:53,2021-01-20,16:06:29
36781,2020-08-13,14:28:56,2020-08-13,14:52:56
52531,2019-09-20,18:05:08,2019-09-20,18:29:08
26063,2021-09-21,19:42:08,2021-09-21,20:13:02
39657,2020-08-29,03:19:02,2020-08-29,03:49:56
55264,2019-09-12,06:14:17,2019-09-12,06:46:05
28845,2021-11-09,15:34:38,2021-11-09,18:23:41
23155,2021-02-23,02:20:26,2021-02-23,08:19:14
42504,2021-12-24,23:02:44,2021-12-25,05:01:32
43947,2021-05-22,06:25:44,2021-05-22,20:02:56
58002,2020-05-07,06:36:50,2020-05-07,11:29:38
8353,2019-08-16,15:43:05,2019-08-16,20:35:53
52001,2020-09-26,17:32:53,2020-09-26,18:41:08
30425,2020-07-26,16:27:20,2020-07-26,17:35:35
23193,2021-12-06,01:36:56,2021-12-06,02:45:11
48856,2020-12-20,02:54:50,2020-12-20,04:05:02
