"schedule_id","dept_date","dept_time","ariv_date","ariv_time"
26134,2021-02-15,"11:50:00",2021-02-15,"12:40:00"
26791,2019-12-04,"9:20:00",2019-12-04,"13:30:00"
34014,2020-04-10,"9:20:00",2020-04-10,"14:55:00"
81212,2019-07-05,"22:15:00",2019-07-06,"8:25:00"
91504,2019-06-10,"23:45:00",2019-06-11,"8:5:00"
74017,2022-05-02,"22:20:00",2022-05-03,"8:45:00"
12036,2020-02-07,"9:45:00",2020-02-07,"13:35:00"
27796,2022-05-22,"9:55:00",2022-05-22,"14:30:00"
32488,2020-02-25,"10:50:00",2020-02-25,"13:30:00"
82139,2021-06-29,"23:35:00",2021-06-30,"9:0:00"
38833,2021-12-21,"10:15:00",2021-12-21,"13:35:00"
26010,2019-05-25,"11:5:00",2019-05-25,"12:20:00"
79868,2021-06-25,"23:20:00",2021-06-26,"9:45:00"
14892,2022-01-18,"9:15:00",2022-01-18,"12:30:00"
11825,2020-11-19,"9:15:00",2020-11-19,"14:0:00"
14068,2022-02-15,"10:10:00",2022-02-15,"12:15:00"
32179,2021-01-06,"11:50:00",2021-01-06,"14:45:00"
16844,2022-10-11,"10:5:00",2022-10-11,"13:25:00"
15192,2021-04-05,"11:15:00",2021-04-05,"14:30:00"
91549,2019-06-13,"21:0:00",2019-06-14,"9:20:00"
18198,2021-11-11,"10:30:00",2021-11-11,"12:5:00"
11111,2021-03-26,"11:25:00",2021-03-26,"12:5:00"
84092,2022-01-31,"19:10:00",2022-02-01,"8:10:00"
79822,2020-04-25,"22:20:00",2020-04-26,"9:5:00"
15931,2019-08-19,"10:25:00",2019-08-19,"14:50:00"
19619,2022-05-13,"10:10:00",2022-05-13,"14:15:00"
28874,2019-12-22,"9:45:00",2019-12-22,"14:25:00"
32823,2022-03-21,"9:45:00",2022-03-21,"14:30:00"
39076,2019-03-29,"9:30:00",2019-03-29,"12:10:00"
10777,2022-08-21,"9:20:00",2022-08-21,"14:25:00"
73064,2020-07-22,"21:45:00",2020-07-23,"7:35:00"
20281,2020-07-24,"10:40:00",2020-07-24,"12:30:00"
17691,2019-03-06,"10:20:00",2019-03-06,"13:35:00"
79352,2020-12-03,"19:30:00",2020-12-04,"9:5:00"
26127,2019-02-06,"10:10:00",2019-02-06,"13:20:00"
75418,2021-01-15,"23:55:00",2021-01-16,"7:15:00"
13938,2020-08-15,"10:10:00",2020-08-15,"12:55:00"
35374,2022-11-23,"9:25:00",2022-11-23,"13:10:00"
10745,2020-11-19,"11:15:00",2020-11-19,"13:25:00"
84877,2020-12-20,"19:50:00",2020-12-21,"8:10:00"
71987,2021-03-04,"23:40:00",2021-03-05,"7:20:00"
93101,2019-02-14,"23:55:00",2019-02-15,"8:30:00"
39189,2021-06-30,"11:50:00",2021-06-30,"14:10:00"
13884,2021-11-22,"10:40:00",2021-11-22,"14:25:00"
20180,2022-09-19,"9:35:00",2022-09-19,"14:40:00"
17139,2020-05-22,"10:15:00",2020-05-22,"12:25:00"
92038,2019-11-12,"23:45:00",2019-11-13,"7:45:00"
29698,2019-04-29,"10:40:00",2019-04-29,"14:15:00"
35716,2022-03-29,"11:40:00",2022-03-29,"13:25:00"
38327,2022-03-21,"11:45:00",2022-03-21,"12:40:00"
14542,2022-09-13,"10:25:00",2022-09-13,"14:15:00"
37498,2019-09-12,"11:45:00",2019-09-12,"14:5:00"
97265,2022-12-23,"19:30:00",2022-12-24,"9:25:00"
36749,2022-08-02,"10:35:00",2022-08-02,"14:50:00"
38789,2022-02-26,"11:15:00",2022-02-26,"12:15:00"
32373,2019-06-08,"9:10:00",2019-06-08,"12:0:00"
79689,2021-11-30,"22:15:00",2021-12-01,"9:25:00"
14727,2019-10-06,"11:10:00",2019-10-06,"13:0:00"
38419,2019-12-12,"9:35:00",2019-12-12,"12:50:00"
77032,2020-02-10,"23:20:00",2020-02-11,"9:5:00"
36815,2019-01-20,"9:10:00",2019-01-20,"14:45:00"
32619,2020-01-16,"9:20:00",2020-01-16,"14:15:00"
16363,2019-10-12,"9:45:00",2019-10-12,"12:25:00"
86030,2019-08-29,"23:30:00",2019-08-30,"9:0:00"
97466,2022-05-12,"19:10:00",2022-05-13,"9:40:00"
21781,2020-03-22,"10:15:00",2020-03-22,"12:10:00"
15781,2020-01-03,"10:30:00",2020-01-03,"13:5:00"
25185,2020-06-27,"10:15:00",2020-06-27,"12:5:00"
37065,2019-01-01,"9:55:00",2019-01-01,"12:50:00"
23721,2021-06-16,"11:30:00",2021-06-16,"14:0:00"
85024,2019-05-18,"21:35:00",2019-05-19,"7:30:00"
35730,2021-10-10,"11:25:00",2021-10-10,"13:0:00"
22254,2019-06-23,"11:50:00",2019-06-23,"13:45:00"
18137,2020-04-23,"10:20:00",2020-04-23,"14:35:00"
36160,2022-06-21,"10:15:00",2022-06-21,"12:35:00"
24001,2019-09-27,"11:10:00",2019-09-27,"12:30:00"
34867,2022-08-08,"11:10:00",2022-08-08,"12:55:00"
30458,2021-04-11,"11:10:00",2021-04-11,"14:40:00"
22982,2020-07-04,"9:50:00",2020-07-04,"14:5:00"
22619,2020-10-13,"11:15:00",2020-10-13,"14:20:00"
83652,2020-10-26,"21:0:00",2020-10-27,"9:55:00"
16629,2019-02-09,"11:45:00",2019-02-09,"14:10:00"
77440,2021-11-26,"22:20:00",2021-11-27,"8:20:00"
97196,2022-01-22,"23:50:00",2022-01-23,"9:0:00"
21761,2020-05-16,"11:30:00",2020-05-16,"14:20:00"
22391,2022-10-04,"9:0:00",2022-10-04,"13:35:00"
83196,2020-11-29,"22:5:00",2020-11-30,"8:55:00"
82009,2021-02-19,"22:5:00",2021-02-20,"8:20:00"
12319,2022-08-28,"10:20:00",2022-08-28,"14:25:00"
38281,2021-06-06,"10:5:00",2021-06-06,"14:5:00"
20887,2022-09-26,"9:15:00",2022-09-26,"14:5:00"
72178,2019-12-27,"22:30:00",2019-12-28,"8:10:00"
87623,2021-01-17,"22:10:00",2021-01-18,"7:15:00"
84193,2020-05-09,"21:50:00",2020-05-10,"8:30:00"
31183,2019-01-17,"11:30:00",2019-01-17,"13:10:00"
80234,2019-08-02,"23:0:00",2019-08-03,"9:55:00"
19808,2019-10-04,"11:40:00",2019-10-04,"14:5:00"
36804,2019-11-21,"11:30:00",2019-11-21,"13:35:00"
31658,2021-03-20,"9:45:00",2021-03-20,"12:10:00"
15453,2020-05-05,"9:0:00",2020-05-05,"14:20:00"
12553,2021-08-25,"11:0:00",2021-08-25,"12:50:00"
17698,2019-11-22,"10:40:00",2019-11-22,"13:35:00"
97552,2022-12-14,"21:55:00",2022-12-15,"7:55:00"
73715,2019-07-05,"19:20:00",2019-07-06,"7:55:00"
95360,2020-04-06,"21:10:00",2020-04-07,"9:45:00"
24751,2020-12-30,"10:15:00",2020-12-30,"12:5:00"
19069,2022-06-19,"10:10:00",2022-06-19,"13:5:00"
10122,2020-03-30,"11:45:00",2020-03-30,"12:35:00"
39051,2020-10-03,"10:45:00",2020-10-03,"12:20:00"
39241,2022-01-25,"11:55:00",2022-01-25,"14:30:00"
94262,2019-08-22,"22:50:00",2019-08-23,"8:30:00"
81658,2020-07-04,"23:55:00",2020-07-05,"7:20:00"
36538,2020-05-04,"9:15:00",2020-05-04,"14:15:00"
17789,2020-10-17,"11:40:00",2020-10-17,"12:15:00"
32477,2019-03-20,"9:5:00",2019-03-20,"14:20:00"
88160,2019-09-27,"21:10:00",2019-09-28,"8:25:00"
15475,2019-05-19,"10:35:00",2019-05-19,"12:20:00"
91943,2020-09-12,"22:5:00",2020-09-13,"7:15:00"
22196,2019-05-27,"10:5:00",2019-05-27,"13:20:00"
77660,2019-01-23,"23:45:00",2019-01-24,"7:15:00"
18458,2019-03-20,"9:35:00",2019-03-20,"12:30:00"
10199,2020-06-19,"9:25:00",2020-06-19,"14:55:00"
36858,2019-02-23,"10:15:00",2019-02-23,"14:0:00"
25585,2020-11-28,"9:20:00",2020-11-28,"14:50:00"
12203,2020-12-07,"9:5:00",2020-12-07,"14:45:00"
12503,2019-04-19,"9:55:00",2019-04-19,"13:5:00"
34480,2022-04-14,"11:50:00",2022-04-14,"14:5:00"
38358,2021-07-22,"10:35:00",2021-07-22,"12:30:00"
27064,2020-01-19,"11:40:00",2020-01-19,"14:55:00"
91190,2022-08-09,"21:0:00",2022-08-10,"9:15:00"
72372,2021-04-18,"21:25:00",2021-04-19,"7:25:00"
35229,2021-12-28,"10:50:00",2021-12-28,"14:20:00"
81840,2022-01-22,"19:50:00",2022-01-23,"9:30:00"
10111,2022-08-24,"10:30:00",2022-08-24,"14:15:00"
22219,2021-05-12,"11:30:00",2021-05-12,"14:45:00"
29970,2022-01-28,"11:5:00",2022-01-28,"12:0:00"
83491,2022-01-22,"22:0:00",2022-01-23,"8:35:00"
31163,2022-08-26,"10:15:00",2022-08-26,"13:30:00"
24035,2019-04-12,"10:20:00",2019-04-12,"14:20:00"
78329,2021-07-06,"21:10:00",2021-07-07,"7:25:00"
20670,2021-05-28,"9:5:00",2021-05-28,"14:55:00"
24330,2020-08-22,"9:15:00",2020-08-22,"13:30:00"
19322,2021-10-03,"11:5:00",2021-10-03,"12:0:00"
38666,2019-06-26,"10:35:00",2019-06-26,"12:20:00"
29881,2022-12-11,"11:20:00",2022-12-11,"12:45:00"
26990,2022-03-25,"11:30:00",2022-03-25,"14:30:00"
36245,2020-03-24,"10:10:00",2020-03-24,"13:15:00"
34527,2022-11-25,"11:30:00",2022-11-25,"14:20:00"
98988,2022-09-26,"22:15:00",2022-09-27,"7:0:00"
96876,2019-11-25,"19:10:00",2019-11-26,"8:55:00"
19666,2019-06-12,"9:35:00",2019-06-12,"14:15:00"
32865,2019-07-11,"11:5:00",2019-07-11,"12:50:00"
25365,2021-11-05,"10:50:00",2021-11-05,"14:35:00"
84636,2021-06-23,"20:10:00",2021-06-24,"7:45:00"
16254,2021-01-01,"10:45:00",2021-01-01,"12:5:00"
29454,2019-03-21,"11:15:00",2019-03-21,"12:10:00"
13467,2020-11-21,"11:40:00",2020-11-21,"12:20:00"
28233,2019-01-05,"11:35:00",2019-01-05,"12:20:00"
11753,2022-04-03,"9:45:00",2022-04-03,"14:15:00"
88636,2022-04-24,"22:45:00",2022-04-25,"7:45:00"
18544,2019-08-09,"9:55:00",2019-08-09,"14:25:00"
27811,2019-02-13,"9:10:00",2019-02-13,"12:15:00"
72755,2020-03-23,"21:25:00",2020-03-24,"9:0:00"
81225,2022-10-03,"22:15:00",2022-10-04,"8:15:00"
27271,2022-01-18,"11:55:00",2022-01-18,"14:45:00"
16970,2022-12-20,"11:5:00",2022-12-20,"14:35:00"
25338,2019-06-04,"11:5:00",2019-06-04,"12:25:00"
83968,2021-08-16,"21:45:00",2021-08-17,"8:45:00"
81309,2021-09-23,"20:35:00",2021-09-24,"9:10:00"
13514,2020-04-19,"11:0:00",2020-04-19,"13:0:00"
28303,2019-02-20,"11:25:00",2019-02-20,"13:5:00"
13653,2022-10-01,"11:10:00",2022-10-01,"13:5:00"
11316,2020-09-19,"9:55:00",2020-09-19,"14:30:00"
32317,2020-09-18,"11:45:00",2020-09-18,"12:0:00"
28778,2022-06-02,"9:40:00",2022-06-02,"13:25:00"
27829,2022-10-08,"9:20:00",2022-10-08,"13:35:00"
17769,2021-08-03,"10:0:00",2021-08-03,"14:50:00"
15004,2020-09-18,"10:15:00",2020-09-18,"14:45:00"
76955,2020-01-12,"20:0:00",2020-01-13,"8:50:00"
74236,2019-11-01,"20:10:00",2019-11-02,"8:50:00"
29893,2021-11-23,"9:40:00",2021-11-23,"14:5:00"
31179,2020-12-30,"10:40:00",2020-12-30,"12:55:00"
77044,2020-12-24,"21:40:00",2020-12-25,"7:0:00"
83894,2021-11-01,"20:10:00",2021-11-02,"8:45:00"
90495,2019-06-29,"21:30:00",2019-06-30,"8:55:00"
76602,2021-12-16,"20:30:00",2021-12-17,"7:55:00"
91499,2020-03-19,"21:0:00",2020-03-20,"9:15:00"
19516,2021-04-24,"9:40:00",2021-04-24,"14:15:00"
31459,2019-01-27,"10:0:00",2019-01-27,"14:35:00"
31329,2021-07-07,"9:35:00",2021-07-07,"12:10:00"
27545,2022-07-04,"10:10:00",2022-07-04,"12:30:00"
17191,2019-10-30,"10:45:00",2019-10-30,"12:50:00"
22396,2020-01-06,"9:20:00",2020-01-06,"13:45:00"
24603,2019-03-22,"10:0:00",2019-03-22,"12:55:00"
77067,2022-05-24,"22:5:00",2022-05-25,"9:50:00"
14852,2020-09-04,"9:40:00",2020-09-04,"13:0:00"
33036,2022-07-03,"9:30:00",2022-07-03,"13:40:00"
71045,2019-02-25,"21:10:00",2019-02-26,"8:40:00"
84396,2022-12-12,"20:15:00",2022-12-13,"9:20:00"
72471,2022-04-19,"21:45:00",2022-04-20,"7:10:00"
35172,2022-03-04,"10:50:00",2022-03-04,"12:55:00"
74870,2019-05-08,"20:5:00",2019-05-09,"7:55:00"
17954,2020-05-10,"9:0:00",2020-05-10,"12:40:00"
13175,2019-08-07,"11:35:00",2019-08-07,"13:35:00"
30262,2022-12-07,"9:20:00",2022-12-07,"13:50:00"
15394,2019-11-02,"11:30:00",2019-11-02,"13:30:00"
83241,2020-08-24,"19:5:00",2020-08-25,"8:10:00"
12103,2019-03-18,"11:40:00",2019-03-18,"13:30:00"
39194,2020-05-19,"10:55:00",2020-05-19,"13:45:00"
92606,2021-12-13,"19:15:00",2021-12-14,"9:55:00"
92189,2021-07-28,"23:50:00",2021-07-29,"8:50:00"
85899,2019-05-22,"22:35:00",2019-05-23,"8:30:00"
83586,2019-06-26,"22:20:00",2019-06-27,"7:25:00"
26562,2020-07-29,"11:15:00",2020-07-29,"12:55:00"
19884,2022-09-30,"9:20:00",2022-09-30,"13:30:00"
19699,2022-03-30,"9:40:00",2022-03-30,"13:15:00"
35506,2021-05-05,"10:45:00",2021-05-05,"13:10:00"
32191,2022-05-28,"9:0:00",2022-05-28,"13:45:00"
27554,2020-10-25,"11:10:00",2020-10-25,"12:40:00"
35393,2021-06-09,"10:30:00",2021-06-09,"12:55:00"
25200,2021-01-29,"11:15:00",2021-01-29,"14:25:00"
29075,2019-01-02,"11:20:00",2019-01-02,"13:15:00"
36042,2022-12-14,"9:15:00",2022-12-14,"14:25:00"
36610,2022-06-15,"9:20:00",2022-06-15,"12:10:00"
15219,2020-05-11,"9:20:00",2020-05-11,"12:15:00"
73505,2022-12-31,"19:50:00",2023-01-01,"7:40:00"
38551,2020-09-08,"9:10:00",2020-09-08,"14:0:00"
29554,2019-07-08,"11:0:00",2019-07-08,"12:5:00"
92736,2022-04-03,"22:5:00",2022-04-04,"9:30:00"
27038,2022-12-08,"9:5:00",2022-12-08,"13:45:00"
23048,2020-05-08,"10:25:00",2020-05-08,"12:20:00"
20836,2019-02-07,"10:55:00",2019-02-07,"14:35:00"
16677,2019-05-31,"11:35:00",2019-05-31,"13:30:00"
30833,2021-07-18,"9:30:00",2021-07-18,"12:25:00"
21249,2022-08-19,"9:35:00",2022-08-19,"12:50:00"
99196,2021-12-30,"22:5:00",2021-12-31,"7:40:00"
19992,2019-09-23,"10:5:00",2019-09-23,"12:45:00"
96723,2021-03-22,"22:15:00",2021-03-23,"9:10:00"
22967,2022-05-01,"10:55:00",2022-05-01,"12:25:00"
82118,2019-07-13,"20:35:00",2019-07-14,"9:25:00"
26519,2020-01-29,"9:55:00",2020-01-29,"13:30:00"
18103,2020-08-19,"10:50:00",2020-08-19,"14:45:00"
17937,2019-10-11,"9:45:00",2019-10-11,"14:15:00"
29348,2022-09-21,"11:35:00",2022-09-21,"14:55:00"
81455,2020-02-05,"23:30:00",2020-02-06,"9:10:00"
94947,2020-11-03,"22:40:00",2020-11-04,"9:45:00"
98490,2019-05-12,"22:20:00",2019-05-13,"9:45:00"
93347,2020-04-01,"20:10:00",2020-04-02,"7:50:00"
75270,2022-06-04,"20:40:00",2022-06-05,"8:50:00"
31836,2020-04-04,"10:25:00",2020-04-04,"14:45:00"
37822,2022-09-15,"9:5:00",2022-09-15,"13:30:00"
10558,2021-05-22,"9:20:00",2021-05-22,"12:20:00"
90526,2019-01-20,"22:15:00",2019-01-21,"7:0:00"
87912,2021-10-11,"23:40:00",2021-10-12,"9:50:00"
37467,2021-08-15,"11:35:00",2021-08-15,"12:25:00"
34044,2020-12-06,"10:30:00",2020-12-06,"13:25:00"
34004,2020-01-22,"9:40:00",2020-01-22,"13:15:00"
39602,2022-12-19,"10:20:00",2022-12-19,"12:15:00"
16364,2020-07-09,"9:15:00",2020-07-09,"14:45:00"
17084,2019-07-09,"9:40:00",2019-07-09,"14:40:00"
25502,2022-05-19,"9:15:00",2022-05-19,"14:30:00"
29120,2021-08-26,"11:15:00",2021-08-26,"14:45:00"
31567,2022-01-24,"10:30:00",2022-01-24,"14:5:00"
35787,2022-12-05,"11:50:00",2022-12-05,"12:10:00"
83050,2020-04-06,"19:40:00",2020-04-07,"8:55:00"
11779,2021-05-10,"10:15:00",2021-05-10,"12:10:00"
85066,2021-12-09,"19:35:00",2021-12-10,"8:30:00"
10167,2020-06-18,"11:25:00",2020-06-18,"13:50:00"
78982,2020-07-10,"20:15:00",2020-07-11,"9:10:00"
26800,2020-06-25,"10:50:00",2020-06-25,"14:0:00"
14517,2020-04-07,"11:35:00",2020-04-07,"13:35:00"
79678,2020-10-23,"21:35:00",2020-10-24,"7:40:00"
24204,2022-10-27,"9:10:00",2022-10-27,"12:55:00"
30243,2019-11-15,"10:0:00",2019-11-15,"13:50:00"
12133,2022-09-13,"9:5:00",2022-09-13,"12:30:00"
25889,2019-05-21,"10:15:00",2019-05-21,"13:30:00"
13356,2021-02-02,"10:55:00",2021-02-02,"12:45:00"
85079,2022-03-07,"19:10:00",2022-03-08,"7:45:00"
34030,2022-01-02,"9:30:00",2022-01-02,"12:55:00"
29109,2021-01-07,"10:10:00",2021-01-07,"13:15:00"
22053,2022-04-09,"11:5:00",2022-04-09,"12:35:00"
18065,2019-02-20,"9:50:00",2019-02-20,"14:30:00"
38692,2019-03-12,"9:10:00",2019-03-12,"12:10:00"
25133,2020-03-07,"9:20:00",2020-03-07,"13:50:00"
14567,2021-06-11,"11:30:00",2021-06-11,"14:35:00"
21393,2022-01-24,"9:10:00",2022-01-24,"14:15:00"
37923,2022-07-17,"11:10:00",2022-07-17,"14:10:00"
24112,2020-07-08,"10:0:00",2020-07-08,"14:35:00"
22138,2019-01-11,"10:50:00",2019-01-11,"14:50:00"
14396,2021-11-20,"10:15:00",2021-11-20,"12:20:00"
38705,2019-02-12,"11:0:00",2019-02-12,"14:0:00"
96924,2022-05-07,"19:0:00",2022-05-08,"7:35:00"
35345,2022-06-21,"11:35:00",2022-06-21,"12:45:00"
75319,2022-10-25,"21:0:00",2022-10-26,"8:5:00"
16627,2020-10-08,"11:0:00",2020-10-08,"13:45:00"
24855,2020-05-25,"11:20:00",2020-05-25,"12:40:00"
11575,2019-02-12,"11:20:00",2019-02-12,"14:35:00"
92293,2021-05-28,"22:0:00",2021-05-29,"7:55:00"
76554,2020-04-11,"20:0:00",2020-04-12,"9:0:00"
16377,2022-03-29,"11:0:00",2022-03-29,"13:40:00"
99492,2020-05-08,"20:45:00",2020-05-09,"8:0:00"
94718,2019-08-18,"20:20:00",2019-08-19,"8:20:00"
23625,2021-03-20,"9:0:00",2021-03-20,"14:15:00"
27581,2021-12-17,"9:10:00",2021-12-17,"14:45:00"
32767,2020-04-25,"11:0:00",2020-04-25,"12:50:00"
82355,2020-07-17,"21:20:00",2020-07-18,"8:35:00"
31309,2019-01-17,"9:40:00",2019-01-17,"13:50:00"
36154,2020-12-27,"9:0:00",2020-12-27,"12:40:00"
20647,2019-09-06,"9:45:00",2019-09-06,"13:50:00"
20791,2019-05-18,"9:25:00",2019-05-18,"14:15:00"
19978,2022-02-26,"10:45:00",2022-02-26,"14:25:00"
39662,2022-12-22,"9:10:00",2022-12-22,"13:40:00"
34381,2022-04-10,"11:40:00",2022-04-10,"12:20:00"
10374,2021-10-02,"11:25:00",2021-10-02,"14:5:00"
32886,2020-02-19,"10:35:00",2020-02-19,"12:35:00"
91557,2021-10-07,"20:45:00",2021-10-08,"9:0:00"
83278,2022-11-03,"23:45:00",2022-11-04,"9:40:00"
15312,2020-02-09,"10:55:00",2020-02-09,"13:55:00"
88271,2022-04-10,"23:30:00",2022-04-11,"8:20:00"
76038,2021-11-03,"23:25:00",2021-11-04,"8:25:00"
78745,2022-02-01,"20:35:00",2022-02-02,"9:35:00"
90630,2022-07-19,"23:55:00",2022-07-20,"7:0:00"
71117,2020-12-09,"22:50:00",2020-12-10,"7:30:00"
81447,2020-11-04,"19:45:00",2020-11-05,"7:0:00"
30792,2022-09-07,"11:40:00",2022-09-07,"12:45:00"
18502,2020-12-27,"9:20:00",2020-12-27,"12:50:00"
37543,2022-05-24,"9:20:00",2022-05-24,"13:30:00"
28846,2022-12-26,"10:0:00",2022-12-26,"12:30:00"
37197,2021-10-25,"9:40:00",2021-10-25,"13:50:00"
24382,2022-03-25,"10:10:00",2022-03-25,"12:55:00"
30283,2019-07-17,"9:50:00",2019-07-17,"12:10:00"
24373,2022-06-07,"10:0:00",2022-06-07,"12:10:00"
22444,2022-06-20,"11:10:00",2022-06-20,"12:5:00"
30510,2022-01-09,"9:0:00",2022-01-09,"14:0:00"
27475,2019-08-23,"11:25:00",2019-08-23,"14:10:00"
22658,2019-04-03,"11:20:00",2019-04-03,"13:45:00"
17596,2020-10-15,"11:25:00",2020-10-15,"12:35:00"
16535,2021-05-22,"10:40:00",2021-05-22,"12:0:00"
23174,2020-12-15,"9:20:00",2020-12-15,"13:0:00"
97881,2021-01-28,"20:40:00",2021-01-29,"8:15:00"
28512,2019-04-12,"10:25:00",2019-04-12,"13:50:00"
93573,2019-09-11,"19:20:00",2019-09-12,"7:45:00"
19285,2019-02-03,"9:15:00",2019-02-03,"14:50:00"
83231,2019-10-03,"22:35:00",2019-10-04,"7:45:00"
31608,2019-05-20,"11:40:00",2019-05-20,"12:35:00"
33540,2021-06-09,"11:25:00",2021-06-09,"14:45:00"
17509,2019-04-18,"9:50:00",2019-04-18,"13:40:00"
80722,2022-07-11,"20:50:00",2022-07-12,"8:35:00"
29799,2020-07-26,"9:25:00",2020-07-26,"14:15:00"
19920,2022-06-21,"10:0:00",2022-06-21,"14:30:00"
20585,2021-05-29,"10:20:00",2021-05-29,"14:35:00"
84718,2019-01-20,"22:5:00",2019-01-21,"9:5:00"
38771,2021-04-05,"9:25:00",2021-04-05,"14:50:00"
37165,2019-03-03,"10:55:00",2019-03-03,"13:15:00"
23184,2019-07-27,"10:35:00",2019-07-27,"14:25:00"
36596,2019-04-30,"11:55:00",2019-04-30,"12:50:00"
12898,2022-09-30,"11:5:00",2022-09-30,"12:35:00"
37891,2022-03-28,"11:45:00",2022-03-28,"12:40:00"
27955,2021-03-29,"11:55:00",2021-03-29,"12:25:00"
21620,2019-01-30,"10:35:00",2019-01-30,"12:30:00"
37084,2022-07-08,"11:35:00",2022-07-08,"12:40:00"
37823,2021-10-26,"9:15:00",2021-10-26,"13:50:00"
96175,2022-02-03,"23:45:00",2022-02-04,"8:45:00"
25815,2020-09-25,"11:55:00",2020-09-25,"12:5:00"
74653,2019-10-27,"21:45:00",2019-10-28,"9:20:00"
78033,2021-12-02,"23:20:00",2021-12-03,"7:20:00"
35970,2019-01-24,"9:50:00",2019-01-24,"13:35:00"
80394,2019-04-25,"21:10:00",2019-04-26,"9:50:00"
33209,2020-08-15,"10:5:00",2020-08-15,"14:5:00"
87481,2019-11-03,"23:20:00",2019-11-04,"8:25:00"
30750,2021-08-16,"10:5:00",2021-08-16,"13:20:00"
12251,2022-10-06,"10:40:00",2022-10-06,"14:5:00"
24948,2020-11-19,"9:45:00",2020-11-19,"13:20:00"
99506,2020-05-20,"20:30:00",2020-05-21,"8:55:00"
14110,2021-12-16,"10:10:00",2021-12-16,"14:45:00"
33223,2019-12-27,"11:20:00",2019-12-27,"12:40:00"
21274,2020-09-09,"10:0:00",2020-09-09,"14:55:00"
14673,2021-01-10,"11:45:00",2021-01-10,"12:10:00"
30598,2020-08-27,"10:15:00",2020-08-27,"12:0:00"
10846,2022-10-21,"10:20:00",2022-10-21,"12:30:00"
30478,2020-03-17,"9:0:00",2020-03-17,"14:50:00"
21062,2019-01-01,"10:5:00",2019-01-01,"14:55:00"
14021,2020-03-23,"9:20:00",2020-03-23,"14:35:00"
37496,2021-12-13,"9:5:00",2021-12-13,"14:40:00"
27897,2021-02-07,"10:30:00",2021-02-07,"12:45:00"
29405,2021-06-24,"11:30:00",2021-06-24,"13:25:00"
13844,2019-08-30,"11:35:00",2019-08-30,"14:55:00"
38398,2021-04-25,"9:5:00",2021-04-25,"12:50:00"
33032,2019-11-26,"10:50:00",2019-11-26,"12:35:00"
32792,2022-12-15,"9:25:00",2022-12-15,"13:10:00"
75293,2021-03-15,"23:25:00",2021-03-16,"9:5:00"
11285,2020-04-10,"11:30:00",2020-04-10,"13:5:00"
84653,2022-09-22,"23:0:00",2022-09-23,"7:35:00"
26068,2019-05-08,"11:40:00",2019-05-08,"14:20:00"
26338,2021-06-18,"10:5:00",2021-06-18,"12:55:00"
71016,2021-09-11,"22:25:00",2021-09-12,"7:10:00"
91335,2019-06-23,"20:55:00",2019-06-24,"8:10:00"
25098,2022-04-26,"10:25:00",2022-04-26,"14:10:00"
81083,2022-02-23,"22:45:00",2022-02-24,"7:30:00"
96061,2019-01-19,"23:25:00",2019-01-20,"9:55:00"
18216,2020-11-16,"10:5:00",2020-11-16,"13:5:00"
22635,2019-01-23,"11:15:00",2019-01-23,"12:50:00"
84309,2022-10-04,"20:10:00",2022-10-05,"8:5:00"
18220,2021-12-21,"9:50:00",2021-12-21,"12:20:00"
38905,2021-01-04,"9:55:00",2021-01-04,"13:55:00"
36785,2019-01-21,"9:0:00",2019-01-21,"12:10:00"
86265,2020-12-22,"23:45:00",2020-12-23,"9:30:00"
27335,2022-10-01,"9:45:00",2022-10-01,"12:5:00"
15528,2020-12-17,"11:5:00",2020-12-17,"13:30:00"
30293,2020-03-08,"9:20:00",2020-03-08,"13:0:00"
25996,2022-02-15,"11:35:00",2022-02-15,"14:40:00"
32958,2022-04-30,"10:50:00",2022-04-30,"13:45:00"
90687,2022-07-16,"20:5:00",2022-07-17,"8:15:00"
39980,2022-11-23,"10:40:00",2022-11-23,"14:15:00"
33674,2020-12-04,"9:25:00",2020-12-04,"12:40:00"
95607,2019-07-22,"22:25:00",2019-07-23,"9:50:00"
20888,2022-07-30,"10:0:00",2022-07-30,"12:35:00"
37366,2019-03-13,"9:20:00",2019-03-13,"14:10:00"
84482,2020-03-25,"19:10:00",2020-03-26,"7:50:00"
79952,2019-10-08,"19:50:00",2019-10-09,"7:25:00"
35480,2022-09-26,"9:10:00",2022-09-26,"12:50:00"
84222,2022-02-03,"19:25:00",2022-02-04,"9:5:00"
15380,2021-08-12,"10:20:00",2021-08-12,"12:15:00"
87873,2020-06-08,"21:25:00",2020-06-09,"9:45:00"
32847,2021-10-27,"10:45:00",2021-10-27,"14:50:00"
99272,2019-07-12,"22:35:00",2019-07-13,"8:10:00"
18944,2019-06-15,"10:25:00",2019-06-15,"14:30:00"
33193,2021-03-17,"11:45:00",2021-03-17,"14:45:00"
84974,2020-01-09,"23:40:00",2020-01-10,"8:20:00"
12156,2022-01-21,"9:25:00",2022-01-21,"13:55:00"
12235,2021-02-16,"10:20:00",2021-02-16,"13:25:00"
37453,2022-02-17,"10:40:00",2022-02-17,"14:15:00"
15836,2019-10-23,"10:35:00",2019-10-23,"14:35:00"
88488,2020-10-07,"20:35:00",2020-10-08,"9:5:00"
36511,2020-05-20,"10:20:00",2020-05-20,"13:45:00"
16029,2019-02-10,"11:0:00",2019-02-10,"14:35:00"
