"ticket_id","seat_location","seat_class","luggage_no","regis_no","flight_no","traveler_id"
2327104040,"28F","First",2,"FT26660","AA762",3277174
3629300788,"28F","First",2,"FX62042","MU6981",9564247
1142945024,"28F","First",3,"MN39894","HU3232",6951882
9679850951,"28F","First",3,"NQ47997","UA7394",9342222
5767768040,"28F","First",2,"PD21254","VA955",5793586
4518135572,"28F","First",2,"QN91011","AA7587",6704420
4650641783,"28F","First",1,"UF25136","CA6788",7440802
1656946886,"28F","First",1,"VG28299","CZ258",5216010
2728208165,"29A","Business",2,"BB39621","KA478",6247376
2734658968,"29A","Business",3,"G813645","MD288",6527784
6459986648,"29A","Business",2,"JJ31597","VA982",4240417
3993238920,"29A","Business",1,"P087566","IG384",5485573
5930146653,"29A","Business",1,"QZ42276","UA6736",6757183
7287984338,"29A","Business",2,"UB67244","UA7306",2533704
4860254839,"29A","Business",2,"UR69284","MD205",4411663
1762156818,"29A","Business",1,"VR57164","CA5832",5218796
9065290049,"29A","Business",2,"W181679","MU7946",7193737
9855730304,"29A","Business",1,"XR35145","DL1833",8782827
3535801107,"29A","Business",3,"YF81526","QZ906",3510874
2828199735,"29A","Business",3,"YO41476","QL578",7671512
2614166880,"29A","Business",1,"ZX97198","MU6940",3165377
9587043408,"29A","Economic",3,"AP80260","MU6546",9536192
9713544144,"29A","Economic",2,"BP99811","SK977",2364484
7218523098,"29A","Economic",2,"F688331","HU1644",3479651
1609145354,"29A","Economic",3,"FJ26430","AA1042",8397554
9371135801,"29A","Economic",2,"GK68608","HU1623",2442271
3876785695,"29A","Economic",1,"KP94984","L6 548",3298926
3455668238,"29A","Economic",3,"MV87376","SE951",7348401
2905979316,"29A","Economic",1,"Q338746","DL1226",6854991
4971346062,"29A","Economic",1,"RI77716","SK870",9298933
1927742402,"29A","Economic",3,"TQ90743","CA6095",4178163
3650845309,"29A","Economic",2,"V469355","MH626",7826843
8962157400,"29A","Economic",3,"VQ54186","HU4577",9126513
6140284653,"29A","Economic",1,"YH80338","6O850",6017943
6802893028,"29A","First",3,"AH11264","CA9416",3923339
5019007280,"29A","First",3,"FJ26430","AA8136",8174989
9737397669,"29A","First",3,"GR97278","HU1884",7154963
4860062878,"29A","First",2,"OX36471","CA1299",8952228
8569949994,"29A","First",3,"QT59189","Z7528",4062093
5218522458,"29A","First",2,"TQ90743","CA6714",9592943
8856320328,"29A","First",3,"WO31112","FNA239",2916224
4635479886,"29A","First",1,"YC57486","Y9487",2247018
1695673723,"29B","Business",3,"AK15140","AA3438",3845090
7580970629,"29B","Business",1,"CZ27993","RMK843",8355556
2741328083,"29B","Business",3,"DP62487","DL1488",4453985
3717552078,"29B","Business",2,"FJ26430","AA1042",9709150
5537432532,"29B","Business",3,"RZ47778","MU8330",5108205
3271600415,"29B","Business",1,"TQ90743","CA8765",2419509
2080897628,"29B","Business",1,"UB67244","UA250",6003175
8988416853,"29B","Business",1,"UV83587","MD474",8174352
9551682761,"29B","Economic",1,"AP80260","MU6546",2425321
4404382795,"29B","Economic",2,"EM26166","KA785",7270441
8191844604,"29B","Economic",3,"HE86132","CZ533",2407269
7555123988,"29B","Economic",3,"IC33216","LH391",7261638
7138694697,"29B","Economic",2,"L694058","7W821",6073433
4704218315,"29B","Economic",2,"QD27517","CA6054",4492104
8585399213,"29B","Economic",2,"S639606","GK286",7695221
2756576252,"29B","Economic",2,"SI76408","RMK398",2616388
8888148989,"29B","Economic",1,"UX15682","DL8982",6396729
8651198405,"29B","Economic",1,"XN21483","HU680",8008767
8285765901,"29B","Economic",1,"XZ50110","SE682",3189634
3771043862,"29B","Economic",2,"ZS99861","MU771",4447564
7876507758,"29B","First",3,"AP80260","MU191",7148894
4853631553,"29B","First",2,"C034299","CA1559",8829451
1841251595,"29B","First",3,"D257190","AA9987",6709429
7490996989,"29B","First",2,"F688331","HU9991",7917598
5441436387,"29B","First",2,"FJ26430","AA2442",9049146
7053132311,"29B","First",3,"HO38381","UA6656",7850224
7131828703,"29B","First",3,"I268678","AA690",6811000
7898015219,"29B","First",2,"QE16655","HU7512",7798570
9195385760,"29B","First",3,"QN91011","AA6389",2679293
4708594329,"29B","First",2,"QX68075","OAC231",8906350
7838262708,"29B","First",1,"X015769","DSV144",9009433
5689786769,"29C","Business",3,"CO36596","CZ638",9110477
5872864101,"29C","Business",3,"FJ26430","AA9006",8942132
1764086669,"29C","Business",1,"FT26660","AA2489",5694064
1214741127,"29C","Business",2,"G447615","UA8433",4700783
1902006964,"29C","Business",1,"GK68608","HU6418",8553020
2383351213,"29C","Business",3,"L022139","G192",6528835
8359765928,"29C","Business",3,"QD27517","CA6054",3382579
6842593007,"29C","Business",1,"SI46275","DL2994",2650322
8363951974,"29C","Business",2,"TQ90743","CA8528",9502000
8242586373,"29C","Business",1,"W299434","HU1689",9767741
4251474141,"29C","Business",2,"XN21483","HU2241",7395073
3306140757,"29C","Business",3,"XZ90550","DL5724",5989645
5923707210,"29C","Economic",3,"AP80260","MU191",8136361
4457662448,"29C","Economic",3,"FX62042","MU952",3987464
9197956139,"29C","Economic",1,"G813645","MD288",4623177
6891211435,"29C","Economic",3,"PH67351","N7458",8176412
3978259292,"29C","Economic",1,"QE16655","HU4236",2260660
3407440903,"29C","Economic",2,"QN17200","UA8492",7942211
9648371046,"29C","Economic",2,"VJ28448","DL9823",2713148
2099895479,"29C","Economic",1,"WI15132","6O201",6468585
9105996893,"29C","Economic",1,"Z957615","Y9840",5676967
3546742737,"29C","First",1,"BP99811","SK977",2831923
8050651619,"29C","First",1,"F688331","HU1644",6396729
8683582311,"29C","First",2,"HB79303","UA9473",6404469
1935300836,"29C","First",3,"HO38381","UA6447",3000391
3262265285,"29C","First",2,"JY72758","UH324",6572306
2362737590,"29C","First",3,"L072916","MSE116",2301166
5651722268,"29C","First",2,"NU19406","MH672",5146267
6507453220,"29C","First",1,"OX36471","CA7717",9843821
3625849573,"29C","First",2,"P019920","DL6036",9302051
8289916862,"29C","First",2,"QG80006","UA5207",9051061
4695854922,"29C","First",1,"RI57422","HU9138",8729176
2878494708,"29C","First",2,"W299434","HU5331",9998710
5830427218,"29C","First",1,"X391074","YUZ435",3358462
9729383395,"29C","First",1,"XK68536","L6 422",7083593
1290199910,"29D","Business",2,"AL69214","G844",6394258
7985920905,"29D","Business",3,"AW18116","Z7673",4795986
9083744426,"29D","Business",3,"CA96298","DSV197",6947397
7095378052,"29D","Business",2,"DG44175","MU1343",6763354
2149587670,"29D","Business",3,"F691541","UA9736",3927593
2442188555,"29D","Business",2,"G447615","UA8044",7395171
5218346804,"29D","Business",2,"GR97278","HU2122",2294094
7178612158,"29D","Business",1,"JA74100","L6 858",5674964
2138519417,"29D","Business",3,"NI38385","CA9407",7012260
6451858815,"29D","Business",3,"NZ16890","MU5293",6995694
6011242667,"29D","Business",3,"OM42334","UA4154",3917179
8014225801,"29D","Business",2,"PC31121","LH573",2725413
2048476255,"29D","Business",2,"PG82179","HU2061",2522749
8985661194,"29D","Business",3,"PO24335","BGY409",3980268
9145842427,"29D","Business",3,"QG80006","UA2121",5023184
1213456301,"29D","Business",2,"QG80006","UA833",4663027
7455872038,"29D","Business",2,"VJ28448","DL9406",5331995
8145240523,"29D","Business",2,"XN21483","HU1109",3243858
7862934795,"29D","Economic",2,"AK15140","AA6455",3076245
1593890388,"29D","Economic",2,"HO38381","UA6656",3896261
5257558267,"29D","Economic",1,"LL73332","YUZ630",4308365
8824011853,"29D","Economic",2,"RT22519","OAC135",3481514
1784943261,"29D","First",3,"AV72077","6O839",7991180
1835406210,"29D","First",1,"CX56054","MU2861",7384243
5478511919,"29D","First",1,"DX22477","MU317",5597415
3083586848,"29D","First",1,"FZ17926","DL6134",8539553
4615023885,"29D","First",1,"G447615","UA8433",7657231
8860728990,"29D","First",3,"OQ81096","DL557",8927175
8887258037,"29D","First",2,"V131505","Y9671",8002486
3411484078,"29D","First",3,"VY15373","DSV483",5516046
4197127789,"29D","First",2,"XR35145","DL522",3784558
3464133360,"29E","Business",3,"ET76777","HU6572",9602212
6148888480,"29E","Business",2,"LO75185","UA3063",2703671
8221391571,"29E","Business",3,"UN57507","CA6400",3328134
8428211389,"29E","Business",1,"XA51410","BGY757",3727056
1466908885,"29E","Business",2,"YH80338","6O850",9866792
9193262239,"29E","Economic",1,"DG44175","MU8431",9673398
4277221020,"29E","Economic",1,"M261062","MD832",2512796
2103379161,"29E","Economic",3,"QX84173","CA927",4170230
2148545225,"29E","Economic",1,"SI46275","DL9892",5248616
6417405650,"29E","Economic",2,"WV45969","N7611",8463837
5358772290,"29E","Economic",1,"XZ90550","DL5724",3175135
7206768329,"29E","First",1,"DV83073","MS851",2645069
3370260013,"29E","First",1,"MH89346","DL8789",6392329
4536695285,"29E","First",2,"NF77766","MD208",2051014
8644491232,"29E","First",3,"PG22692","RMK426",9682903
3424464396,"29E","First",1,"RE69147","FNA875",2997614
9851885026,"29E","First",3,"RI57422","HU9138",2013284
3358452512,"29E","First",1,"UB67244","UA9532",3161168
7751583410,"29E","First",2,"W299434","HU5602",8287009
4572343325,"29E","First",1,"XL21477","AA4968",4140360
3826338314,"29E","First",1,"XN21483","HU8344",9452718
9470461808,"29F","Business",2,"AU30986","YAP182",3361207
6848272049,"29F","Business",2,"AU69054","SE961",4574018
9290841087,"29F","Business",3,"CX56054","MU6691",8370846
6956006712,"29F","Business",1,"CX56054","MU8031",9086515
4139563784,"29F","Business",1,"DK59405","UA6559",3430850
3706091290,"29F","Business",1,"DP62487","DL1488",4152776
1862153244,"29F","Business",3,"DX22477","MU2381",3065172
8260705228,"29F","Business",1,"DX22477","MU2917",4315112
7544949671,"29F","Business",2,"F688331","HU7938",9262067
7685647567,"29F","Business",2,"HF48942","CA1674",9643244
8909097742,"29F","Business",3,"I268678","AA7455",4358714
6661638001,"29F","Business",3,"KD43486","LH998",9325118
9911096122,"29F","Business",2,"P019920","DL3403",6101621
9280470058,"29F","Business",2,"RM31205","FNA187",7377618
1343201157,"29F","Business",3,"SI46275","DL4052",7919831
5532640562,"29F","Business",2,"SI46275","DL6805",8413466
7801574296,"29F","Business",1,"W181679","MU8497",4482556
4990396011,"29F","Economic",2,"C573194","AA2151",3751296
8875382064,"29F","Economic",3,"CX56054","MU3597",3140513
7238661634,"29F","Economic",3,"DG44175","MU9378",4538227
6146532937,"29F","Economic",2,"F217032","VA976",8794369
4670942557,"29F","Economic",3,"FX62042","MU1247",6953668
3956031194,"29F","Economic",2,"HF48942","CA6894",4498186
2401094517,"29F","Economic",1,"I268678","AA1805",7266129
9063969680,"29F","Economic",1,"I268678","AA4785",5335336
7142390390,"29F","Economic",1,"IC33216","LH391",9605944
4098188607,"29F","Economic",1,"MH89346","DL126",9818094
3196072097,"29F","Economic",2,"OD62248","TK687",8641410
6122043541,"29F","Economic",2,"OS66074","OAC430",5043275
9482685079,"29F","Economic",3,"QM95314","6O666",2142493
5068463112,"29F","Economic",3,"RD24784","RL411",2139345
1579954039,"29F","Economic",3,"RK12506","AA305",3176976
7141564010,"29F","Economic",3,"XZ90550","DL3894",3305942
6566634347,"29F","Economic",2,"ZF17492","CA4010",5310859
4469498107,"29F","First",1,"BA31518","IG881",9308076
2904060323,"29F","First",1,"BJ32896","RL319",4936778
4892410174,"29F","First",1,"C034299","CA3354",6292355
1977211007,"29F","First",1,"CV10744","CZ500",6043021
5682766102,"29F","First",1,"DP62487","DL6843",6931199
3700305091,"29F","First",3,"E119164","EA501",3523269
2975984268,"29F","First",3,"HA25581","DL6934",7736563
5858230467,"29F","First",1,"I268678","AA1718",8155443
2034561672,"29F","First",2,"KM74606","KA783",3528450
3477198513,"29F","First",2,"MD64300","HU846",5271076
5607015768,"29F","First",2,"QD27517","CA8313",3637762
9900801871,"29F","First",3,"RM31205","FNA187",6377198
2214042186,"29F","First",1,"UJ58896","DL7330",7335692
9874897737,"29F","First",3,"V893208","HU7015",2578307
6398552649,"29F","First",1,"VJ28448","DL9824",9179032
1948489738,"29F","First",3,"XL21477","AA2407",6092829
3416761700,"29F","First",3,"XN21483","HU5494",5855423
7520036887,"29F","First",2,"XN21483","HU6483",8771756
2684344938,"29F","First",3,"YD51669","QL652",7034443
2379239653,"29F","First",1,"ZN27898","CA7589",3221890
6264576696,"2A","Business",3,"C034299","CA3174",9540855
9719621143,"2A","Business",2,"GR97278","HU7104",7633972
5244059261,"2A","Business",3,"GR97278","HU7863",2127081
2817152700,"2A","Business",1,"K248623","AA7588",4450472
3426872047,"2A","Business",3,"K248623","AA8504",9018928
6524674719,"2A","Business",3,"NI38385","CA7868",5355438
7284332842,"2A","Business",2,"OX36471","CA1299",6646521
1313935767,"2A","Business",1,"P019920","DL4610",6498000
2777620852,"2A","Business",3,"PV29441","RL629",3455593
3644864848,"2A","Business",2,"SS13244","QZ342",7215416
4399943851,"2A","Business",2,"V893208","HU6462",3592218
5151798673,"2A","Business",1,"W181679","MU2680",9502500
2357850500,"2A","Economic",1,"C247145","YAP613",9068416
4740007219,"2A","Economic",1,"FX47043","UA2837",2922669
2043550565,"2A","Economic",3,"FZ17926","DL7580",4133171
2377861286,"2A","Economic",2,"I252820","MH804",7283997
6904986791,"2A","Economic",1,"IO10445","UA3103",2588180
4454674257,"2A","Economic",3,"IQ91358","AA5026",3980268
9477916258,"2A","Economic",1,"V893208","HU1749",8795595
7926749561,"2A","Economic",3,"V893208","HU7015",8293459
9609478927,"2A","Economic",2,"W181679","MU9773",3071704
6963998219,"2A","Economic",2,"ZI93930","CA3061",3265702
3770457336,"2A","Economic",2,"ZS99861","MU2803",2848225
2291996167,"2A","First",1,"DK59405","UA6559",8296287
9822005018,"2A","First",3,"E428497","EA279",7644458
8504604629,"2A","First",2,"F688331","HU1644",9155231
3638190778,"2A","First",1,"G813645","MD288",9971627
9531953827,"2A","First",1,"K248623","AA7588",8332389
8565942946,"2A","First",2,"U752167","L6 781",2313650
1542361425,"2A","First",3,"UB67244","UA9532",8207990
3644376801,"2A","First",3,"YV60564","MU6161",2376058
1489888574,"2B","Business",2,"DI64889","CZ810",9672931
3806078913,"2B","Business",3,"I268678","AA4129",6284173
3611302528,"2B","Business",3,"J985262","Y9360",7296835
8951596208,"2B","Business",2,"Q338746","DL9033",8393459
7783749831,"2B","Business",2,"VJ28448","DL7541",5439699
5472801173,"2B","Business",2,"ZN27898","CA4317",5474123
5045101643,"2B","Business",2,"ZS99861","MU771",6248633
7775386686,"2B","Economic",2,"CX56054","MU5407",7470063
7230189018,"2B","Economic",1,"HB79303","UA5754",4659967
2938753259,"2B","Economic",1,"IT60376","N7731",7546497
9026068420,"2B","Economic",2,"LO15054","DL9985",5762548
3269851684,"2B","Economic",1,"MS55019","SK895",6665286
8779639231,"2B","Economic",3,"PC31121","LH573",5057122
4379976332,"2B","Economic",2,"PG82179","HU121",9117230
5389224166,"2B","Economic",3,"QN91011","AA6753",7282982
8361582343,"2B","Economic",1,"QX84173","CA8545",7737423
8458877880,"2B","Economic",3,"ST59806","Y9627",2247710
7500814257,"2B","Economic",1,"VP88445","OAC274",7636609
6632251636,"2B","Economic",2,"X684490","RL404",2935038
2592211355,"2B","Economic",3,"XR35145","DL1445",6357776
3174882676,"2B","Economic",1,"YM41665","HU2525",6498256
9955543184,"2B","First",3,"F691541","UA1096",4239723
5047557160,"2B","First",1,"HA25581","DL1182",6300896
8219835259,"2B","First",1,"IQ91358","AA6859",7956338
4104722008,"2B","First",3,"KM36900","NDN945",2727120
1801088897,"2B","First",1,"QX84173","CA8545",6770082
9120286214,"2B","First",1,"TQ90743","CA4767",7896881
8598541329,"2B","First",2,"V732413","SK909",8549158
6399140301,"2B","First",2,"YF81526","QZ906",6279109
8098523514,"2B","First",2,"ZF17492","CA570",3571511
2188685486,"2B","First",3,"ZN27898","CA3577",4166506
4733166292,"2C","Business",3,"AR55177","MS163",7606088
9923609977,"2C","Business",3,"D412459","MU9278",9319980
7732383632,"2C","Business",3,"ES88832","MU3836",3755546
5031894869,"2C","Business",3,"OQ81096","DL2003",5789373
5583132476,"2C","Business",2,"QN17200","UA4168",7861558
6461774356,"2C","Business",3,"UA60452","Z7830",5927333
2657680953,"2C","Business",2,"V694489","MSE471",6493971
9347160930,"2C","Business",1,"V836285","6O694",2989408
2268447628,"2C","Business",1,"WX31524","AS416",2965306
1694103161,"2C","Business",2,"YV60564","MU7558",4381483
4527692546,"2C","Economic",1,"A955561","VA816",6643860
8275125752,"2C","Economic",3,"AH11264","CA9153",8307042
8376527925,"2C","Economic",3,"CZ11947","Y7333",8193093
8587017827,"2C","Economic",2,"D441026","HU4166",3604946
8275984404,"2C","Economic",3,"ES88832","MU5554",3516784
4592187339,"2C","Economic",2,"F348584","L6 946",3417629
8063700844,"2C","Economic",2,"GI88503","UH493",6637809
1855706052,"2C","Economic",1,"HO38381","UA1703",2816009
2411100943,"2C","Economic",3,"K248623","AA8195",3387641
6500613701,"2C","Economic",3,"LO75185","UA9617",8581306
3536111030,"2C","Economic",2,"MD64300","HU5870",8722966
8886231763,"2C","Economic",2,"MH89346","DL126",8955028
8340381184,"2C","Economic",3,"NZ16890","MU8346",8338903
1810468880,"2C","Economic",3,"OI39686","IG622",5445325
9106520089,"2C","Economic",3,"VG28299","CZ258",8540827
4434805001,"2C","Economic",2,"VQ54186","HU4577",3181317
8424805347,"2C","First",1,"AF56595","SK995",9121609
3095950889,"2C","First",3,"CE73058","RMK639",4161974
8229165152,"2C","First",2,"E428497","EA279",4681721
7528988608,"2C","First",1,"FF57279","AA6986",3193135
1653769807,"2C","First",1,"HA25581","DL5042",4663730
2328404063,"2C","First",1,"OG79306","AS768",5715121
9133731666,"2C","First",3,"RA31940","UA7998",6875074
9223016251,"2C","First",1,"RK12506","AA4064",6044794
7806207025,"2C","First",3,"UJ58896","DL736",6299811
9021856364,"2C","First",3,"WQ16876","CA6666",3575821
5726403977,"2C","First",1,"ZI93930","CA9261",5676666
3777122407,"2D","Business",2,"AI89560","FNA295",6815822
1171200697,"2D","Business",2,"DK59405","UA9334",6452319
5171226355,"2D","Business",2,"FT26660","AA3880",3535092
9140817375,"2D","Business",1,"G447615","UA486",7348506
8463355900,"2D","Business",2,"H834424","AA5102",3611165
3738878131,"2D","Business",3,"I268678","AA5502",7869556
6136621033,"2D","Business",2,"IQ91358","AA3755",5877865
8958404081,"2D","Business",3,"MH89346","DL2675",8250647
5853266184,"2D","Business",1,"MN39894","HU8057",2313799
9070640878,"2D","Business",2,"QG80006","UA6070",5374457
8251491045,"2D","Business",3,"RP80878","AS861",5605836
7917046494,"2D","Business",2,"TG32460","7W872",3645805
2924009640,"2D","Business",2,"TQ14341","GK448",7919226
9283048951,"2D","Business",1,"XZ90550","DL6529",8747887
9161031319,"2D","Business",2,"YV60564","MU6357",7711527
5963575519,"2D","Business",1,"ZF17492","CA9932",4729801
6215076288,"2D","Economic",3,"BF76420","UH265",8070030
4038091748,"2D","Economic",1,"C034299","CA3506",4203461
1110845128,"2D","Economic",3,"DG44175","MU8820",5501009
6990563595,"2D","Economic",3,"DP62487","DL808",7933641
3889323821,"2D","Economic",2,"IQ91358","AA4493",2848225
9131865649,"2D","Economic",3,"IQ91358","AA8635",2524716
9053820721,"2D","Economic",3,"LJ11388","SE374",6970501
1764382567,"2D","Economic",2,"OQ81096","DL9112",7617781
4286332610,"2D","Economic",3,"RI57422","HU7832",2842130
5165664205,"2D","Economic",1,"RI57422","HU8447",2651576
8495335541,"2D","Economic",1,"S938107","Z7634",8923220
6823138366,"2D","Economic",1,"WQ16876","CA5050",7563830
5131024504,"2D","Economic",2,"XN21483","HU8344",4252046
4378093441,"2D","Economic",3,"ZO89128","SE561",9970570
8289910567,"2D","First",1,"AK15140","AA5310",6920966
6341650138,"2D","First",3,"E119164","EA501",6763354
2897676452,"2D","First",3,"H834424","AA7208",6210942
4608546806,"2D","First",3,"I252820","MH804",8873415
4094438269,"2D","First",1,"I268678","AA5502",9505712
3120406076,"2D","First",3,"LA71019","LH752",2324403
7230621513,"2D","First",3,"QX68075","OAC231",6377198
7802992021,"2D","First",1,"W181679","MU636",4061700
3037005676,"2D","First",1,"XZ90550","DL5724",2204259
2159009947,"2D","First",2,"ZX97198","MU1051",4069310
1745855685,"2E","Business",2,"B545657","DSV758",4869140
4820709294,"2E","Business",2,"C034299","CA8555",7279821
1879193906,"2E","Business",3,"ED78063","OAC490",7014124
7503516552,"2E","Business",3,"FT26660","AA9840",8314234
2686028694,"2E","Business",3,"HA25581","DL3859",6947909
4569145875,"2E","Business",3,"RK12506","AA4387",7453153
3295320315,"2E","Business",1,"SD33049","MSE496",6829862
4953081595,"2E","Business",1,"UN57507","CA2154",8533222
6020979579,"2E","Business",2,"UN57507","CA6135",4062573
9208837220,"2E","Business",2,"YM41665","HU4251",5997631
5429356432,"2E","Economic",3,"BG20897","TK530",3849888
3329657471,"2E","Economic",1,"CX56054","MU2861",8156756
1414849255,"2E","Economic",2,"DK59405","UA8551",3959661
6457875166,"2E","Economic",3,"DP62487","DL1488",4017195
5925988005,"2E","Economic",1,"DT39733","QZ368",9462886
1086706580,"2E","Economic",1,"F688331","HU1644",7589669
7221610734,"2E","Economic",2,"FJ26430","AA2575",4102244
6022363569,"2E","Economic",3,"FX62042","MU5425",6282744
2873015744,"2E","Economic",3,"FX62042","MU6981",7328730
9615168426,"2E","Economic",1,"LC96741","FV442",2244445
2934486861,"2E","Economic",3,"OQ81096","DL7038",8273633
1922362329,"2E","Economic",1,"OX36471","CA4829",7539251
1820817061,"2E","Economic",2,"RI57422","HU3665",8722248
8352848203,"2E","Economic",3,"T088636","QL782",4021982
5350115521,"2E","Economic",3,"V893208","HU8937",9358480
5798641040,"2E","Economic",3,"XL21477","AA7145",6280337
6355231120,"2E","Economic",3,"ZJ61396","G867",2076685
5808762924,"2E","First",2,"AE54612","BUR433",2401525
7296825134,"2E","First",1,"CV10744","CZ500",4250800
8611871276,"2E","First",2,"D080282","MU9160",3419910
2962043922,"2E","First",3,"EE66549","MSE916",5108205
8218829298,"2E","First",1,"ES88832","MU5259",8840773
9308451718,"2E","First",3,"GR97278","HU8285",8470898
1440562460,"2E","First",2,"IQ91358","AA7824",9974624
8362014796,"2E","First",2,"NI38385","CA9407",3243858
1809060338,"2E","First",3,"QL53792","L6 777",8533222
3898290536,"2E","First",2,"R574842","EA930",3057194
9765077714,"2E","First",3,"RZ47778","MU8084",4891045
2423526832,"2E","First",3,"S755695","UH212",2833471
8665347429,"2E","First",3,"SQ55324","KA251",5301844
3877649212,"2E","First",1,"T615237","OAC972",2527261
1601566514,"2E","First",1,"UM74264","QZ535",4178163
3163101924,"2E","First",1,"YM26812","EA149",8100793
6627848380,"2F","Business",1,"AH11264","CA9329",4137190
3773835771,"2F","Business",1,"D257190","AA5821",8637875
3725820285,"2F","Business",2,"I268678","AA4785",8942132
5412825168,"2F","Business",3,"IY87396","MU7451",5656465
5958418626,"2F","Business",1,"K791494","G576",7779999
7288990067,"2F","Business",2,"LO15054","DL8631",3227645
3187499615,"2F","Business",1,"M458929","FD991",9201731
1258422728,"2F","Business",3,"QZ42276","UA5653",5255696
1590389686,"2F","Business",3,"RC78819","Z7890",7500688
1615259422,"2F","Business",3,"UF25136","CA6788",5191276
2278068438,"2F","Business",1,"XL21477","AA2407",4049218
2385702475,"2F","Business",2,"YM41665","HU3236",8176412
9319106148,"2F","Business",2,"ZX97198","MU5415",4382512
2848646237,"2F","Economic",3,"BJ88270","KA756",4433871
3475233335,"2F","Economic",2,"FG89640","EA934",5060406
8085736726,"2F","Economic",1,"HB79303","UA3536",3642098
5117192522,"2F","Economic",1,"HF48942","CA5048",7802678
5990082687,"2F","Economic",2,"KH46941","FNA928",6831709
6519639072,"2F","Economic",2,"LA71019","LH752",9007037
2558050685,"2F","Economic",3,"N834091","NDN744",9090093
3382790056,"2F","Economic",2,"OM42334","UA9116",2725366
5398358846,"2F","Economic",3,"OQ81096","DL7084",4485596
9211742783,"2F","Economic",1,"QN17200","UA7164",8687626
8078254796,"2F","Economic",3,"W181679","MU8723",4090400
2061645012,"2F","Economic",2,"XT33226","MH774",7177673
5318540042,"2F","Economic",1,"ZO24757","YAP703",7381345
1862702371,"2F","First",3,"CV10744","CZ500",5146267
3547868260,"2F","First",1,"D441026","HU3105",6246003
2484394386,"2F","First",2,"E783526","KA700",3646049
4599055808,"2F","First",3,"ES88832","MU9115",3923339
2796816460,"2F","First",1,"FZ17926","DL1745",8842610
5681879413,"2F","First",3,"MH89346","DL2743",4069848
3021556600,"2F","First",3,"MK59015","EA657",3281816
1853606260,"2F","First",3,"O975291","EA689",4445615
5760239778,"2F","First",1,"QG80006","UA833",6198177
9425808802,"2F","First",2,"T953711","MH502",8740478
5387430690,"2F","First",3,"TQ14341","GK448",5717471
2584473065,"2F","First",3,"UB67244","UA250",6884619
3467426759,"2F","First",3,"VR57164","CA2117",2994650
3540343429,"30A","Business",3,"AH11264","CA2863",8672755
8263896631,"30A","Business",1,"E783526","KA700",5538702
6447734588,"30A","Business",1,"ES88832","MU4588",7524421
4800992571,"30A","Business",1,"FN57083","FNA765",4213796
6453319460,"30A","Business",2,"HB79303","UA3104",4849536
2938608233,"30A","Business",1,"LO75185","UA7360",2273923
5262489731,"30A","Business",1,"O824055","YAP420",3965776
2211031114,"30A","Business",1,"OQ81096","DL2003",6460163
4579198587,"30A","Business",2,"RA31940","UA8397",6953668
6101559816,"30A","Business",3,"SI46275","DL7156",7482499
8046126904,"30A","Business",3,"WV45969","N7611",8829799
1402845321,"30A","Business",1,"YV60564","MU5260",5855423
6256504744,"30A","Economic",2,"BV99256","MSE989",5284613
3491111506,"30A","Economic",1,"C034299","CA1556",2092031
9091829484,"30A","Economic",2,"C573194","AA9061",3678804
4489398311,"30A","Economic",1,"CD18852","VA341",9417217
7482820625,"30A","Economic",2,"CE73058","RMK639",6438898
3097306268,"30A","Economic",2,"DG44175","MU8431",5703401
7167952016,"30A","Economic",1,"KP94984","L6 548",3798156
8837626626,"30A","Economic",2,"LU95862","7W321",8776291
7103907641,"30A","Economic",3,"MD64300","HU6229",3023264
7759050542,"30A","Economic",1,"MW73563","BGY587",6440035
1008026103,"30A","Economic",1,"QE16655","HU4236",3794516
8454645360,"30A","Economic",2,"QZ42276","UA3688",9016200
4330281833,"30A","Economic",1,"TQ90743","CA8765",9119477
1483932814,"30A","Economic",3,"V893208","HU747",2690419
5666060795,"30A","Economic",2,"ZN89825","IG110",9015374
9696798487,"30A","Economic",2,"ZX97198","MU7143",6978051
5329213613,"30A","First",2,"FN57083","FNA765",3229596
2334382987,"30A","First",1,"G447615","UA9989",3193217
3428944117,"30A","First",2,"G813645","MD288",3834762
1107202327,"30A","First",2,"GR97278","HU9673",9792292
3927290503,"30A","First",1,"HO38381","UA4358",4842958
4588846775,"30A","First",2,"KM36900","NDN945",9201731
4241072235,"30A","First",2,"RA31940","UA1370",4279257
8875940710,"30A","First",1,"V893208","HU1749",4649965
3198264146,"30A","First",2,"VQ54186","HU7210",6708153
4473978748,"30A","First",3,"X538585","MSE476",2707724
3782727824,"30A","First",2,"XA51410","BGY757",5099558
6990796206,"30A","First",2,"YM41665","HU2525",9720897
8315418956,"30A","First",2,"ZI93930","CA9111",6680155
8944992235,"30B","Business",1,"CD18852","VA341",5850538
4216550144,"30B","Business",1,"D080282","MU3742",6968146
6876685717,"30B","Business",2,"D257190","AA8766",7916138
5804177943,"30B","Business",2,"FX62042","MU6981",4085369
5653569800,"30B","Business",3,"IQ91358","AA4051",7902272
9980485066,"30B","Business",2,"LO15054","DL9985",4441341
5791195212,"30B","Business",3,"MD64300","HU5268",3747300
3108878885,"30B","Business",3,"MD64300","HU5870",9286715
3001870341,"30B","Business",2,"MN39894","HU3232",6141510
7496644777,"30B","Business",1,"NI38385","CA8312",2830807
